Default Channel Grouping,Date,Sessions
Referral,12/21/2017,37504.00
Social,10/4/2017,2344.00
Social,10/26/2017,2338.00
Display,9/3/2017,46723.00
Display,8/20/2017,46692.00
Social,12/25/2017,2335.00
(Other),5/15/2017,9326.00
Email,12/24/2017,18652.00
Referral,12/26/2017,37253.00
(Other),5/1/2017,9301.00
Referral,1/11/2017,37178.00
Social,8/20/2017,2324.00
Email,12/9/2016,18576.00
Email,11/15/2017,18576.00
Social,6/19/2017,2322.00
Referral,1/12/2017,37127.00
Social,8/11/2017,2320.00
Social,2/22/2017,2319.00
Display,9/7/2017,46346.00
Email,10/27/2017,18513.00
Social,2/2/2017,2313.00
Referral,2/14/2017,36952.00
Social,9/10/2017,2308.00
(Other),9/5/2017,9225.00
Display,8/28/2017,46095.00
Referral,7/7/2017,36876.00
Affiliates,12/29/2017,69096.00
Paid Search,10/8/2016,27619.00
Social,7/1/2017,2294.00
Social,11/17/2017,2294.00
Referral,7/6/2017,36675.00
Social,8/8/2017,2292.00
Social,12/7/2016,2289.00
Referral,1/21/2017,36550.00
Social,7/22/2017,2284.00
Social,10/3/2017,2284.00
Display,9/16/2017,45656.00
Social,11/20/2017,2283.00
(Other),3/22/2017,9125.00
Paid Search,11/1/2016,27375.00
Referral,1/13/2017,36499.00
Referral,1/14/2017,36449.00
Display,12/20/2017,45436.00
Display,8/13/2017,45404.00
Referral,10/8/2016,36298.00
Referral,2/25/2017,36273.00
Social,12/13/2017,2258.00
Paid Search,10/7/2016,27054.00
Email,12/22/2017,18024.00
Social,8/23/2017,2253.00
Referral,7/15/2017,35997.00
Paid Search,10/31/2016,26979.00
Referral,2/12/2017,35947.00
Social,12/30/2017,2245.00
Social,3/18/2017,2239.00
Direct,10/2/2016,4471.00
Referral,6/30/2017,35746.00
Social,12/14/2017,2234.00
Social,3/5/2017,2233.00
(Other),12/12/2017,8918.00
Social,12/10/2016,2228.00
Social,8/19/2017,2228.00
Social,6/25/2017,2225.00
Social,2/3/2017,2220.00
Social,10/2/2017,2220.00
Social,11/23/2017,2218.00
Referral,11/7/2016,35394.00
Paid Search,11/2/2016,26527.00
Direct,10/1/2016,4415.00
Social,8/30/2017,2207.00
Social,10/24/2016,2204.00
Display,8/12/2017,44023.00
Referral,8/4/2017,35143.00
Social,7/31/2017,2196.00
Referral,10/19/2016,35118.00
Display,12/18/2017,43803.00
Email,8/10/2017,17509.00
Referral,12/23/2016,34992.00
Social,10/20/2016,2184.00
Social,2/25/2017,2184.00
Referral,7/18/2017,34917.00
Display,9/2/2017,43615.00
Referral,7/1/2017,34867.00
Social,8/22/2017,2176.00
Email,8/25/2017,17358.00
Referral,7/27/2017,34691.00
Display,9/24/2017,43332.00
Referral,7/8/2017,34666.00
Paid Search,1/4/2017,25980.00
Referral,11/12/2016,34590.00
Referral,2/11/2017,34590.00
Social,10/19/2016,2156.00
Social,12/9/2016,2151.00
Social,6/24/2017,2151.00
Email,11/3/2017,17195.00
Social,12/16/2017,2149.00
Paid Search,10/1/2016,25773.00
Referral,1/29/2017,34188.00
Social,3/22/2017,2137.00
Social,7/23/2017,2137.00
Social,3/6/2017,2135.00
Social,9/14/2017,2135.00
Social,7/24/2017,2134.00
Email,11/6/2017,17031.00
Social,10/6/2017,2123.00
Paid Search,10/28/2016,25453.00
Social,7/29/2017,2121.00
Social,12/20/2017,2121.00
Social,11/21/2017,2120.00
Display,9/23/2017,42296.00
Referral,7/29/2017,33837.00
Social,9/15/2017,2112.00
Social,1/9/2017,2107.00
Social,2/23/2017,2107.00
Referral,1/7/2018,33686.00
(Other),12/16/2017,8409.00
Social,12/12/2016,2101.00
Affiliates,12/20/2017,62926.00
Referral,7/21/2017,33535.00
Paid Search,10/20/2016,25133.00
Referral,10/7/2016,33510.00
Referral,10/27/2016,33510.00
(Other),4/28/2017,8352.00
Display,12/19/2017,41731.00
Social,10/3/2016,2087.00
(Other),4/30/2017,8340.00
Social,11/15/2017,2085.00
Referral,7/3/2017,33334.00
(Other),10/8/2017,8302.00
Referral,12/27/2017,33158.00
Paid Search,10/2/2016,24831.00
Referral,1/6/2017,32957.00
(Other),9/21/2017,8227.00
Social,3/24/2017,2057.00
Display,7/4/2017,41071.00
Display,9/8/2017,41008.00
Email,8/28/2017,16403.00
(Other),3/24/2017,8189.00
Social,10/27/2016,2044.00
Display,7/6/2017,40820.00
Social,3/4/2017,2038.00
Display,8/11/2017,40663.00
Social,7/26/2017,2033.00
Referral,11/11/2016,32505.00
Social,12/29/2017,2032.00
Social,8/2/2017,2030.00
Referral,12/22/2016,32430.00
Social,2/19/2017,2024.00
Social,8/4/2017,2021.00
Social,9/13/2017,2021.00
Social,2/27/2017,2016.00
Email,1/5/2018,16114.00
Referral,7/14/2017,32229.00
Paid Search,10/27/2016,24115.00
Email,12/4/2016,16039.00
Social,10/26/2016,2005.00
Display,7/5/2017,40066.00
Social,2/16/2017,2002.00
Social,7/13/2017,1999.00
(Other),4/29/2017,7976.00
Referral,3/11/2017,31877.00
Display,7/1/2017,39815.00
(Other),10/17/2017,7957.00
Referral,11/8/2016,31827.00
Referral,11/4/2016,31802.00
Referral,3/14/2017,31802.00
Social,8/21/2017,1988.00
(Other),5/12/2017,7938.00
Email,8/29/2017,15763.00
Referral,10/26/2016,31500.00
Social,11/22/2017,1967.00
Social,7/10/2017,1964.00
Display,8/9/2017,39250.00
Social,9/12/2017,1963.00
Display,7/27/2017,39124.00
Referral,1/28/2017,31300.00
Referral,7/9/2017,31300.00
Social,10/1/2016,1956.00
(Other),5/11/2017,7812.00
Referral,12/22/2017,31249.00
(Other),5/13/2017,7793.00
Social,10/4/2016,1947.00
Display,9/9/2017,38905.00
Social,3/3/2017,1945.00
Paid Search,10/6/2016,23192.00
Social,1/1/2018,1931.00
Referral,1/9/2017,30872.00
Social,11/9/2017,1928.00
Referral,12/25/2017,30822.00
Referral,1/5/2018,30822.00
Referral,7/16/2017,30772.00
Social,10/27/2017,1923.00
Display,7/29/2017,38434.00
Social,12/20/2016,1922.00
Display,6/4/2017,38402.00
Social,6/26/2017,1917.00
Display,12/21/2017,38308.00
Display,12/24/2017,38277.00
Email,10/30/2017,15311.00
Referral,7/2/2017,30621.00
Social,8/6/2017,1912.00
Email,8/12/2017,15286.00
Affiliates,1/4/2018,57274.00
Email,12/29/2017,15273.00
Email,1/6/2018,15273.00
Social,2/24/2017,1909.00
Display,7/7/2017,38151.00
Social,3/19/2017,1908.00
Social,11/10/2017,1908.00
Email,8/16/2017,15235.00
Social,3/21/2017,1903.00
Social,12/27/2017,1903.00
Display,7/2/2017,37994.00
Social,1/5/2018,1900.00
Display,9/10/2017,37963.00
Social,8/5/2017,1898.00
Social,7/27/2017,1895.00
Social,7/28/2017,1895.00
Display,7/28/2017,37868.00
Social,3/7/2017,1890.00
Social,6/20/2017,1887.00
Other Advertising,12/25/2017,75360.00
Email,9/18/2017,15059.00
Paid Search,10/26/2016,22551.00
Referral,3/12/2017,29993.00
Social,8/12/2017,1873.00
Display,12/22/2017,37429.00
Social,7/25/2017,1871.00
Social,8/1/2017,1868.00
Display,6/1/2017,37335.00
Referral,10/29/2016,29817.00
(Other),9/27/2017,7436.00
Display,6/6/2017,37115.00
Referral,3/13/2017,29692.00
Referral,10/20/2016,29591.00
Social,9/16/2017,1845.00
Other Advertising,12/23/2017,73727.00
Email,9/16/2017,14695.00
(Other),10/12/2017,7341.00
Social,10/9/2016,1834.00
Affiliates,1/1/2018,54966.00
Referral,7/23/2017,29265.00
Display,12/23/2017,36550.00
Social,10/9/2017,1823.00
(Other),12/15/2017,7285.00
Paid Search,10/5/2016,21854.00
Display,8/3/2017,36330.00
Paid Search,10/21/2016,21779.00
Social,9/11/2017,1813.00
Display,6/5/2017,36236.00
(Other),12/14/2017,7235.00
Social,8/7/2017,1809.00
Social,9/9/2017,1809.00
(Other),3/28/2017,7228.00
(Other),11/9/2016,7216.00
(Other),3/7/2017,7216.00
Display,6/2/2017,36079.00
Email,8/30/2017,14406.00
Email,11/5/2016,14381.00
Email,8/27/2017,14318.00
Social,6/21/2017,1788.00
Display,7/3/2017,35702.00
Social,8/24/2017,1780.00
Referral,12/28/2017,28436.00
Social,2/28/2017,1777.00
Social,10/21/2016,1773.00
Display,7/26/2017,35388.00
Referral,10/24/2016,28285.00
Referral,11/6/2016,28285.00
Social,3/11/2017,1763.00
(Other),5/14/2017,7040.00
Email,10/14/2017,14080.00
Referral,8/5/2017,28134.00
(Other),5/16/2017,7008.00
Display,8/8/2017,35042.00
Paid Search,10/4/2016,21025.00
Email,10/16/2017,13954.00
Email,10/28/2017,13942.00
Social,2/18/2017,1743.00
Social,3/8/2017,1741.00
Email,8/26/2017,13916.00
Email,11/5/2017,13904.00
Referral,11/9/2016,27808.00
Paid Search,10/3/2016,20837.00
(Other),3/29/2017,6939.00
Display,6/28/2017,34697.00
Display,8/2/2017,34697.00
Display,6/22/2017,34634.00
Social,9/19/2017,1730.00
Social,6/23/2017,1729.00
Display,6/29/2017,34289.00
Email,11/4/2017,13678.00
Display,8/7/2017,34163.00
Social,10/5/2016,1708.00
Display,7/30/2017,34100.00
Email,1/7/2018,13640.00
Social,2/20/2017,1703.00
Referral,8/6/2017,27230.00
Email,8/13/2017,13590.00
Social,3/14/2017,1696.00
Social,10/22/2017,1696.00
Display,6/21/2017,33724.00
Referral,11/10/2016,26979.00
Referral,7/22/2017,26929.00
(Other),5/17/2017,6720.00
Social,11/5/2017,1680.00
Display,12/25/2017,33535.00
Display,6/25/2017,33472.00
Social,6/22/2017,1672.00
Social,9/18/2017,1669.00
Referral,1/6/2018,26652.00
Social,11/4/2017,1666.00
Display,7/8/2017,33284.00
Email,12/30/2017,13301.00
Social,7/11/2017,1663.00
Referral,12/29/2017,26527.00
Social,2/17/2017,1658.00
Email,10/29/2017,13201.00
Social,7/9/2017,1647.00
(Other),12/11/2017,6569.00
Social,10/8/2016,1639.00
Social,8/29/2017,1639.00
Display,8/1/2017,32750.00
Social,8/27/2017,1638.00
Display,6/30/2017,32719.00
Display,6/27/2017,32625.00
Display,6/23/2017,32530.00
Email,8/31/2017,13012.00
Social,7/8/2017,1625.00
Email,9/19/2017,12962.00
Social,12/15/2017,1620.00
Display,6/8/2017,32342.00
Display,8/5/2017,32279.00
Social,10/11/2017,1614.00
(Other),5/18/2017,6443.00
Social,7/14/2017,1606.00
Referral,1/7/2017,25648.00
Other Advertising,12/24/2017,64056.00
(Other),2/9/2017,6399.00
(Other),12/17/2017,6399.00
(Other),3/27/2017,6387.00
Display,6/7/2017,31934.00
Display,6/10/2017,31934.00
Social,11/1/2017,1597.00
Display,7/31/2017,31871.00
Display,5/30/2017,31840.00
Email,8/14/2017,12736.00
Referral,11/5/2016,25447.00
Social,7/7/2017,1589.00
Social,9/17/2017,1584.00
Display,6/9/2017,31620.00
Social,11/3/2017,1575.00
Social,9/29/2017,1573.00
Display,6/24/2017,31400.00
(Other),10/9/2017,6274.00
Display,8/4/2017,31337.00
Affiliates,12/21/2017,46865.00
Email,9/6/2017,12447.00
Social,10/29/2017,1550.00
Referral,10/23/2016,24768.00
Affiliates,12/22/2017,46346.00
Referral,12/24/2016,24567.00
Email,9/20/2017,12271.00
Social,3/12/2017,1534.00
Email,1/19/2017,12259.00
Email,9/17/2017,12259.00
Display,6/26/2017,30615.00
Social,3/16/2017,1531.00
Display,6/3/2017,30584.00
Social,10/12/2017,1529.00
Email,8/15/2017,12208.00
Email,10/17/2017,12171.00
Display,7/25/2017,30395.00
Referral,10/6/2016,24241.00
Social,12/31/2017,1515.00
Social,10/10/2017,1513.00
Referral,1/8/2017,24191.00
Social,10/23/2017,1507.00
Email,9/5/2017,12045.00
Email,9/13/2017,12032.00
Email,8/11/2017,12007.00
Social,11/2/2017,1492.00
Social,10/21/2017,1485.00
Email,10/15/2017,11857.00
Social,7/2/2017,1481.00
(Other),10/7/2017,5897.00
(Other),10/11/2017,5872.00
Email,1/1/2018,11744.00
Social,10/15/2017,1468.00
Referral,12/30/2017,23336.00
Social,10/20/2017,1457.00
Social,3/15/2017,1451.00
Email,2/1/2017,11593.00
Email,10/23/2017,11593.00
Paid Search,10/25/2016,17352.00
(Other),3/25/2017,5778.00
(Other),3/30/2017,5765.00
Display,6/20/2017,28794.00
Social,8/10/2017,1440.00
Email,9/1/2017,11492.00
Social,9/25/2017,1437.00
Social,9/20/2017,1422.00
Social,10/13/2017,1413.00
Email,9/21/2017,11241.00
Referral,12/23/2017,22482.00
(Other),9/7/2017,5595.00
Email,12/14/2016,11178.00
Email,9/11/2017,11178.00
Social,7/4/2017,1396.00
Social,3/13/2017,1389.00
Social,7/15/2017,1385.00
Display,6/17/2017,27538.00
Other Advertising,12/22/2017,55076.00
Social,12/21/2017,1377.00
Social,8/25/2017,1374.00
Social,9/4/2017,1371.00
Social,11/6/2017,1371.00
(Other),3/26/2017,5464.00
Social,10/25/2016,1358.00
Referral,10/25/2016,21679.00
Email,12/20/2016,10814.00
Referral,1/1/2018,21628.00
Affiliates,12/23/2017,40318.00
Email,9/4/2017,10689.00
Social,8/28/2017,1335.00
Display,8/6/2017,26627.00
Email,9/7/2017,10638.00
Social,7/17/2017,1324.00
Social,8/9/2017,1319.00
(Other),10/10/2017,5269.00
Email,10/2/2017,10513.00
Display,6/18/2017,26156.00
Email,12/31/2017,10425.00
Referral,12/24/2017,20824.00
Display,6/14/2017,25842.00
Social,7/16/2017,1292.00
Social,9/26/2017,1292.00
Email,9/2/2017,10324.00
Email,9/12/2017,10312.00
Email,10/18/2017,10312.00
Social,10/14/2017,1284.00
Social,12/21/2016,1281.00
Referral,10/21/2016,20448.00
Referral,10/22/2016,20448.00
Social,10/31/2017,1278.00
Affiliates,12/26/2017,38292.00
Email,9/29/2017,10199.00
Social,10/19/2017,1265.00
Email,9/26/2017,10111.00
Social,7/18/2017,1258.00
Social,8/31/2017,1247.00
Email,11/18/2016,9935.00
Social,9/5/2017,1239.00
Social,8/26/2017,1237.00
Email,11/7/2016,9885.00
Display,6/11/2017,24586.00
Social,7/5/2017,1226.00
Email,9/10/2017,9797.00
Social,12/25/2016,1221.00
Display,6/15/2017,24335.00
Email,10/3/2017,9734.00
Email,9/25/2017,9721.00
(Other),4/2/2017,4854.00
(Other),12/19/2016,4848.00
Email,11/6/2016,9684.00
Affiliates,12/25/2017,36267.00
Social,10/17/2017,1209.00
Email,10/19/2017,9558.00
Email,9/8/2017,9546.00
Social,9/3/2017,1193.00
Email,9/22/2017,9520.00
Email,2/2/2017,9508.00
Social,9/6/2017,1188.00
Social,7/6/2017,1185.00
(Other),9/28/2017,4729.00
Display,6/16/2017,23424.00
Email,11/29/2016,9370.00
Email,9/27/2017,9357.00
Social,10/18/2017,1168.00
Social,12/23/2017,1167.00
Social,10/16/2017,1163.00
Email,2/7/2017,9294.00
Email,12/10/2016,9282.00
Display,6/19/2017,23173.00
Display,6/12/2017,23142.00
Display,7/12/2017,23110.00
Email,10/20/2017,9232.00
Social,10/30/2017,1143.00
Display,6/13/2017,22828.00
Email,9/3/2017,9119.00
Email,9/9/2017,9093.00
(Other),3/31/2017,4540.00
Email,10/11/2016,9031.00
Email,10/5/2017,9031.00
Referral,12/31/2017,18036.00
(Other),11/10/2016,4496.00
(Other),9/29/2017,4459.00
Email,10/10/2017,8918.00
Email,10/9/2017,8905.00
Social,7/3/2017,1113.00
Social,9/23/2017,1108.00
Social,10/28/2017,1105.00
Email,9/23/2017,8717.00
Social,9/1/2017,1088.00
Social,9/27/2017,1082.00
Display,7/13/2017,21603.00
Display,7/10/2017,21478.00
Email,10/21/2017,8591.00
Social,9/24/2017,1069.00
Social,9/28/2017,1068.00
Email,9/28/2017,8528.00
Email,12/5/2016,8516.00
(Other),4/1/2017,4252.00
Referral,10/5/2016,16906.00
Email,10/22/2017,8428.00
(Other),3/2/2017,4195.00
Email,12/15/2016,8302.00
Social,12/22/2016,1036.00
Email,2/6/2017,8264.00
Email,1/20/2017,8239.00
Email,9/30/2017,8202.00
Email,10/8/2017,8202.00
Email,10/4/2017,8189.00
Social,9/22/2017,1021.00
Social,9/7/2017,1017.00
Email,10/1/2017,8064.00
Email,12/12/2016,8051.00
Social,12/24/2017,1000.00
Affiliates,12/24/2017,29720.00
Display,5/31/2017,19751.00
Social,12/22/2017,983.00
Referral,10/4/2016,15700.00
(Other),10/6/2017,3894.00
Email,10/6/2017,7737.00
(Other),12/18/2016,3843.00
Social,9/2/2017,959.00
Email,3/9/2017,7662.00
Email,11/8/2016,7574.00
Social,9/8/2017,940.00
Social,9/21/2017,937.00
Email,10/7/2017,7398.00
Email,9/24/2017,7322.00
Email,1/23/2017,7297.00
Email,2/3/2017,7285.00
Referral,10/3/2016,14544.00
(Other),10/2/2017,3586.00
Display,5/29/2017,17835.00
Email,1/27/2017,7071.00
(Other),10/1/2017,3492.00
Display,7/11/2017,17113.00
Email,4/4/2017,6632.00
Email,12/13/2016,6594.00
Email,1/22/2017,6581.00
Social,12/23/2016,818.00
(Other),2/10/2017,3266.00
Email,12/11/2016,6531.00
Email,12/21/2016,6494.00
Other Advertising,12/20/2017,32279.00
Email,2/12/2017,6393.00
Email,1/26/2017,6318.00
(Other),12/18/2017,3153.00
(Other),10/4/2017,3134.00
Display,4/7/2017,15637.00
Social,12/24/2016,782.00
Display,4/4/2017,15606.00
Display,4/10/2017,15417.00
(Other),10/3/2017,3071.00
Email,12/2/2016,6142.00
Email,2/27/2017,6129.00
Email,1/3/2017,6104.00
Email,12/27/2016,6092.00
Display,3/9/2017,15135.00
Display,4/9/2017,15103.00
Display,7/24/2017,15103.00
Email,12/16/2016,6029.00
Display,4/12/2017,15041.00
Email,1/24/2017,5928.00
Email,1/25/2017,5928.00
Email,11/9/2016,5853.00
Email,1/21/2017,5853.00
Display,4/5/2017,14507.00
Email,4/24/2017,5803.00
Email,2/5/2017,5778.00
Display,4/8/2017,14350.00
(Other),12/20/2017,2851.00
Email,11/10/2016,5677.00
Email,12/26/2016,5665.00
(Other),11/11/2016,2826.00
Display,4/6/2017,13973.00
Email,11/30/2016,5589.00
Display,4/16/2017,13847.00
Display,4/11/2017,13753.00
Email,2/4/2017,5464.00
Display,4/13/2017,13596.00
Email,12/22/2016,5438.00
Display,5/28/2017,13565.00
Email,1/5/2017,5426.00
Display,5/27/2017,13502.00
Referral,10/2/2016,10802.00
(Other),2/11/2017,2682.00
Display,4/14/2017,13345.00
(Other),3/3/2017,2663.00
Email,11/14/2016,5300.00
(Other),9/30/2017,2644.00
(Other),12/19/2017,2644.00
Email,12/30/2016,5288.00
Email,2/8/2017,5288.00
Email,1/4/2017,5275.00
Email,12/28/2016,5225.00
Email,4/5/2017,5225.00
Display,4/1/2017,13000.00
Email,1/2/2017,5200.00
Email,2/9/2017,5187.00
(Other),12/17/2016,2587.00
Email,12/6/2016,5150.00
Display,2/26/2017,12843.00
Display,4/2/2017,12843.00
(Other),12/21/2017,2543.00
Display,3/7/2017,12686.00
Email,1/29/2017,5024.00
Email,2/15/2017,5024.00
Referral,10/1/2016,9872.00
Display,4/15/2017,12246.00
Display,3/28/2017,12215.00
Other Advertising,12/21/2017,24429.00
Email,12/17/2016,4823.00
Display,4/3/2017,12026.00
Display,2/27/2017,11963.00
Display,2/23/2017,11932.00
Display,3/1/2017,11932.00
Display,3/20/2017,11932.00
(Other),2/12/2017,2374.00
Email,12/29/2016,4748.00
Email,1/6/2017,4748.00
Display,3/3/2017,11838.00
Display,3/30/2017,11838.00
Email,1/28/2017,4723.00
Display,3/5/2017,11775.00
(Other),2/16/2017,2342.00
Email,11/15/2016,4685.00
(Other),3/6/2017,2336.00
(Other),12/20/2016,2330.00
(Other),10/5/2017,2324.00
Display,3/12/2017,11618.00
Display,3/8/2017,11587.00
Email,2/13/2017,4635.00
Display,3/31/2017,11555.00
Email,4/6/2017,4597.00
Display,2/25/2017,11461.00
Display,3/6/2017,11461.00
Display,3/10/2017,11398.00
Display,3/13/2017,11335.00
Display,3/29/2017,11335.00
(Other),2/13/2017,2261.00
Display,3/11/2017,11304.00
Display,7/9/2017,11241.00
Email,2/14/2017,4484.00
Email,11/11/2016,4471.00
Display,2/22/2017,11084.00
Display,3/4/2017,11084.00
Display,3/26/2017,11084.00
Email,12/23/2016,4409.00
Email,1/13/2017,4409.00
Email,2/10/2017,4409.00
Display,3/19/2017,10990.00
Email,12/7/2016,4396.00
Email,1/1/2017,4396.00
Email,1/10/2017,4396.00
Email,3/1/2017,4358.00
Email,12/18/2016,4346.00
Email,2/16/2017,4346.00
Email,12/25/2016,4333.00
Email,4/25/2017,4333.00
Display,2/24/2017,10707.00
Email,2/21/2017,4283.00
Email,1/9/2017,4258.00
Display,3/2/2017,10582.00
Display,3/27/2017,10519.00
Email,11/12/2016,4195.00
Display,2/21/2017,10456.00
(Other),12/8/2016,2085.00
Display,3/23/2017,10425.00
Display,3/15/2017,10362.00
(Other),2/15/2017,2066.00
Email,1/11/2017,4120.00
Email,1/16/2017,4120.00
Email,4/26/2017,4120.00
(Other),11/12/2016,2041.00
Email,2/22/2017,4082.00
Display,4/17/2017,10174.00
Email,3/8/2017,4069.00
(Other),12/22/2017,2022.00
Email,2/11/2017,4044.00
(Other),2/17/2017,2010.00
Display,3/22/2017,9922.00
Email,1/12/2017,3956.00
Email,4/27/2017,3956.00
Display,3/17/2017,9860.00
Email,12/31/2016,3944.00
Email,4/11/2017,3931.00
(Other),2/14/2017,1953.00
Email,4/23/2017,3894.00
(Other),12/13/2016,1934.00
(Other),3/5/2017,1922.00
Display,3/25/2017,9608.00
Email,4/10/2017,3831.00
Email,4/7/2017,3818.00
Display,3/14/2017,9514.00
Email,11/13/2016,3781.00
Email,1/7/2017,3781.00
Email,3/10/2017,3781.00
Display,3/21/2017,9420.00
Email,7/24/2017,3768.00
Email,2/17/2017,3718.00
Email,4/3/2017,3693.00
(Other),12/28/2017,1840.00
Email,3/13/2017,3680.00
(Other),3/4/2017,1834.00
Email,11/21/2016,3655.00
Display,5/26/2017,9075.00
Email,6/12/2017,3630.00
(Other),12/7/2016,1809.00
Email,4/28/2017,3617.00
(Other),12/14/2016,1790.00
Display,2/28/2017,8949.00
Display,3/24/2017,8918.00
Display,7/14/2017,8792.00
Email,11/17/2016,3517.00
Email,2/20/2017,3517.00
Display,2/17/2017,8761.00
Email,11/16/2016,3504.00
Email,4/8/2017,3504.00
(Other),11/13/2016,1746.00
(Other),2/21/2017,1746.00
(Other),12/27/2017,1746.00
Email,5/1/2017,3492.00
Display,2/20/2017,8698.00
Display,3/18/2017,8698.00
(Other),12/26/2017,1727.00
(Other),2/20/2017,1714.00
Email,2/23/2017,3429.00
Display,2/19/2017,8541.00
Email,1/14/2017,3416.00
Email,11/20/2016,3404.00
Email,3/28/2017,3354.00
Email,10/12/2016,3341.00
Email,4/29/2017,3341.00
Email,11/25/2016,3328.00
Email,12/3/2016,3328.00
Email,4/9/2017,3316.00
Email,4/20/2017,3291.00
Display,2/18/2017,8195.00
Email,2/18/2017,3266.00
Email,4/30/2017,3266.00
Email,4/12/2017,3253.00
Email,5/3/2017,3253.00
Email,8/7/2017,3253.00
Email,1/15/2017,3215.00
(Other),12/29/2017,1601.00
(Other),12/30/2017,1601.00
(Other),2/18/2017,1595.00
Email,1/8/2017,3190.00
Email,3/6/2017,3178.00
Email,3/2/2017,3153.00
Display,3/16/2017,7819.00
Email,3/3/2017,3090.00
Email,11/19/2016,3077.00
Email,3/15/2017,3065.00
Email,3/31/2017,3065.00
(Other),12/16/2016,1526.00
Email,2/28/2017,3052.00
(Other),12/5/2016,1507.00
Email,12/24/2016,3014.00
(Other),2/27/2017,1495.00
Email,3/7/2017,2989.00
Email,5/2/2017,2989.00
Email,3/17/2017,2964.00
Email,4/18/2017,2952.00
Email,2/19/2017,2939.00
Email,3/20/2017,2939.00
Email,3/4/2017,2926.00
Email,3/11/2017,2926.00
Email,4/13/2017,2926.00
Email,3/30/2017,2914.00
Email,3/14/2017,2901.00
Email,3/29/2017,2889.00
(Other),12/25/2017,1438.00
Email,4/19/2017,2864.00
(Other),2/22/2017,1426.00
Email,4/21/2017,2851.00
Email,3/24/2017,2813.00
Email,4/14/2017,2801.00
Email,3/23/2017,2788.00
(Other),12/6/2016,1382.00
(Other),2/19/2017,1382.00
Email,3/16/2017,2763.00
Email,3/26/2017,2763.00
Email,4/17/2017,2763.00
Email,3/27/2017,2738.00
(Other),11/14/2016,1363.00
Email,3/5/2017,2713.00
(Other),2/26/2017,1350.00
(Other),12/23/2017,1350.00
Email,3/21/2017,2688.00
Email,11/22/2016,2675.00
(Other),2/28/2017,1331.00
(Other),12/24/2017,1331.00
Email,3/25/2017,2600.00
(Other),12/2/2016,1287.00
Email,2/24/2017,2562.00
Email,4/2/2017,2562.00
Email,4/15/2017,2550.00
Email,10/13/2016,2525.00
Email,5/4/2017,2499.00
(Other),2/23/2017,1243.00
Email,3/18/2017,2487.00
(Other),12/4/2016,1237.00
(Other),12/9/2016,1237.00
Email,3/12/2017,2474.00
Email,10/17/2016,2462.00
Email,4/22/2017,2449.00
Email,3/22/2017,2424.00
(Other),2/25/2017,1206.00
Email,4/16/2017,2412.00
Email,10/4/2016,2399.00
Email,11/23/2016,2374.00
Email,8/1/2017,2374.00
(Other),12/15/2016,1181.00
Email,4/1/2017,2361.00
Email,7/31/2017,2324.00
(Other),2/24/2017,1149.00
Email,5/8/2017,2298.00
Email,11/26/2016,2273.00
Email,11/24/2016,2261.00
Email,11/27/2016,2261.00
Email,6/13/2017,2248.00
Email,10/14/2016,2223.00
Email,8/2/2017,2173.00
Email,8/3/2017,2173.00
(Other),12/3/2016,1080.00
Email,5/5/2017,2160.00
(Other),12/1/2016,1074.00
Email,10/16/2016,2148.00
Email,10/3/2016,2135.00
Email,10/5/2016,2135.00
Email,10/10/2016,2135.00
Email,3/19/2017,2135.00
(Other),12/31/2017,1061.00
Email,5/29/2017,2123.00
Email,8/4/2017,2085.00
Email,2/26/2017,2072.00
Email,5/15/2017,2072.00
(Other),12/27/2016,1030.00
Email,5/11/2017,2060.00
(Other),12/12/2016,1017.00
(Other),11/15/2016,1011.00
Email,2/25/2017,2022.00
Email,10/18/2016,2010.00
Email,10/19/2016,2010.00
Email,10/15/2016,1972.00
Display,2/16/2017,4898.00
(Other),11/17/2016,973.00
Email,10/20/2016,1922.00
Email,5/10/2017,1922.00
Email,5/6/2017,1909.00
Email,5/12/2017,1909.00
Email,5/16/2017,1897.00
(Other),11/28/2016,936.00
Email,6/19/2017,1871.00
Email,10/1/2016,1859.00
Email,5/14/2017,1859.00
Email,6/14/2017,1834.00
(Other),1/10/2017,904.00
Email,5/7/2017,1809.00
Email,5/31/2017,1809.00
Email,6/20/2017,1809.00
(Other),12/26/2016,892.00
(Other),1/2/2017,879.00
(Other),12/21/2016,873.00
(Other),11/21/2016,867.00
Email,5/9/2017,1733.00
Email,5/18/2017,1733.00
Email,7/27/2017,1733.00
(Other),11/16/2016,860.00
Email,10/24/2016,1721.00
Email,5/17/2017,1721.00
Email,5/28/2017,1721.00
Email,7/25/2017,1708.00
Email,10/7/2016,1696.00
Email,6/16/2017,1696.00
Email,11/1/2016,1683.00
Email,5/30/2017,1683.00
(Other),1/11/2017,835.00
Email,7/28/2017,1670.00
Email,8/5/2017,1670.00
Email,10/2/2016,1645.00
Email,10/6/2016,1645.00
Email,10/8/2016,1645.00
(Other),12/28/2016,816.00
Email,10/30/2016,1620.00
Email,5/25/2017,1620.00
Email,10/31/2016,1608.00
Email,7/26/2017,1608.00
(Other),12/10/2016,791.00
(Other),12/11/2016,785.00
Email,6/5/2017,1570.00
Email,6/15/2017,1570.00
(Other),1/3/2017,779.00
(Other),1/6/2017,772.00
Email,5/13/2017,1545.00
Email,5/22/2017,1520.00
